OBJECTID,DISTRICT,POPULATION,RDED,Shape__Are,Shape__Len,TOTAL_REG,ETH1_EUR,ETH1_AA,ETH1_UNK,Rochester Percentage,Murphy Percentage
320,24,2451,24-08,2320224.4118798,6905.54063006447,1780,1087,317,116,56.88,41.44
321,24,1669,24-09,1737977.30182146,6197.02201353034,1208,757,159,76,53.16,44.25
322,24,2983,24-10,1956394.52902929,5757.8795267979,1790,1079,264,115,64.46,33.28
323,24,1279,24-11,3043898.4088594,10870.2911760141,1022,671,128,86,67.52,30.61
324,24,776,24-12,2165218.84882096,12071.5655092556,314,165,67,42,79.73,16.22
325,25,7805,25-01,8198968.96115709,14443.1149306801,927,614,81,111,81.09,17.41
326,25,1733,25-02,4332096.87394941,9310.12319062068,1391,1022,46,130,63.57,34.92
327,25,1529,25-03,3351893.17370158,11580.424187643,1193,922,55,106,74.51,22.37
328,25,1886,25-04,2596154.12918088,6561.50327546921,1425,907,226,104,59.16,39.33
329,25,1994,25-05,12537676.2884581,17083.7716716314,1518,856,187,133,63.93,33.88
330,25,2923,25-06,1806691.96159054,6442.75545393959,1884,1092,350,163,64.69,32.64
331,25,2510,25-07,4609671.9725038,13604.0210047043,1858,1334,137,178,60.5,38.11
332,25,904,25-08,1305052.75738638,4989.2952922678105,759,379,234,71,63.46,34.55
333,25,2134,25-09,5860486.35060083,11239.0862925486,1606,884,325,142,65.89,32.74
334,25,1520,25-10,5264456.47630085,10622.2779571665,1132,623,280,99,63.4,35.2
335,25,62,25-11,4406940.6604644,11261.1149608339,24,16,6,0,76.47,17.65
336,26,2286,26-01,8052454.97844501,18869.4422800055,2338,1124,746,164,63.97,33.48
337,26,2383,26-02,5923424.03132938,13652.3696227477,1493,441,711,74,75.97,22.57
338,26,1752,26-03,3039015.55247768,7297.91710915636,1152,527,335,83,69.87,28.87
339,26,2554,26-04,3034322.6896192,7373.82158438591,1626,548,413,112,70.96,26.37
340,26,3832,26-05,3086799.93520757,8575.39106312259,1872,798,653,136,75.85,22.18
341,26,2180,26-06,1888690.82816397,7037.55965179219,1665,794,492,121,64.01,33.38
342,26,2640,26-07,2749649.20652113,8178.019523435831,2018,905,713,127,69.46,28.55
343,26,252,26-08,714965.06640663,4583.25930936104,228,130,57,9,58.65,38.46
344,26,5046,26-09,3430945.1671505,8420.52526659975,2555,642,1240,85,82.28,16.49
345,27,3395,27-01,7207549.12273681,11007.9161845746,2433,1362,355,214,68.43,30.03
346,27,347,27-02,5830991.16784101,11114.8539822002,278,166,72,7,55,41.67
347,27,1744,27-03,3788627.58518403,9352.166802132551,1381,689,412,83,69.36,28.9
348,27,707,27-04,2780594.82472864,8118.93323965622,348,142,82,30,73.86,24.18
349,27,2338,27-05,5421089.95683541,10043.158668888,1839,1069,484,119,58.8,39.84
350,27,2077,27-06,1099954.04669563,4433.25108304056,1391,547,591,76,77.01,20.92
351,27,808,27-07,3159549.71058292,7930.219567166941,622,400,107,60,46.91,50.16
352,27,2477,27-08,7531019.57140052,11487.3778533135,2040,1122,425,181,57.13,40.91
353,27,366,27-09,18588873.3320046,17665.7312962547,272,170,61,20,33.88,65.29
354,27,2264,27-10,7538742.74110893,12168.1657658016,1625,1071,181,158,54.31,44.02
355,27,412,27-11,7469668.2937205,14739.338191216,271,207,15,31,33.57,66.43
356,27,2295,27-12,7613080.98708329,11158.610800935,1819,1127,328,141,52.37,46.01
357,27,2409,27-13,25936619.6583227,22311.9625295175,2060,1570,72,236,41.88,55.77
358,27,1511,27-14,8829576.87882872,14924.7588779053,1305,919,143,108,44.85,53
359,27,860,27-15,10913101.2806397,13607.9291819639,777,595,40,76,48.78,50.49
360,27,944,27-16,7104679.93585042,14097.3934693886,651,407,71,57,53.62,44.08
361,28,1851,28-01,21489119.4528913,25566.6818773123,178,135,23,13,30.95,67.86
362,28,2507,28-02,6264655.18292647,13639.8697748775,1758,1028,459,139,57.3,40.48
363,28,2171,28-03,2379322.99483879,6459.726922391541,1436,738,466,111,58.13,38.54
364,28,2445,28-04,5747886.6242846,15022.806886060602,1503,670,635,74,59.81,37.35
365,28,2535,28-05,3756104.06230459,9569.44813102905,1919,1162,454,146,45.9,52.58
366,28,2906,28-06,7365667.90588462,12257.8615653552,2005,1064,639,112,60.08,37.83
367,28,2641,28-07,3118181.17951461,7864.646531308781,1932,840,794,140,66.88,31.38
368,28,2217,28-08,362089061.003307,103882.847545432,1785,1106,387,176,44.93,54.04
369,28,764,28-09,12152907.1159095,18643.0551673572,532,186,276,12,73.16,25.54
370,28,603,28-10,119015259.737778,80925.0894417414,593,372,117,59,36.92,60.92
371,28,1599,28-11,8434797.61677687,16190.3321795521,1069,381,490,56,74.65,22.92
372,28,1192,28-12,14309769.0439085,22273.2589601707,832,429,267,54,47.75,50.28
373,28,1583,28-13,1557660.08146,5587.485061537971,1161,364,610,52,74.51,23.53
374,28,689,28-14,210051035.472556,77334.0218312979,427,280,87,20,39.74,58.12
375,29,2964,29-01,9804007.96716207,13412.3276975412,2210,1026,846,160,59.93,37.65
376,29,2380,29-02,7218685.22403592,14003.2512815947,1965,860,787,135,65.3,33.26
377,29,3169,29-03,7533138.52528303,10842.0045409928,2732,1316,982,186,62.8,35.74
378,29,2262,29-04,20030775.0034539,20121.4365192683,1984,969,724,119,63.25,35.33
379,29,2132,29-05,22662157.3632298,22846.6341470268,1637,1097,267,162,50,49.07
380,29,3358,29-06,7654923.95792967,13879.3059849961,2534,1109,951,174,62.83,34.78
381,29,1951,29-07,9265238.40430442,16629.221924649803,1579,835,523,90,51.8,46.83
382,29,2198,29-08,19340676.9090272,22009.649524047098,1819,1155,373,152,45.57,52.61
383,29,238,29-09,2412508.57042911,7034.56309974368,167,97,34,11,48.89,50
384,29,498,29-10,5351652.9378162,10707.5037460229,419,314,54,37,36.2,63.8
385,29,371,29-11,6433635.78330889,14083.061131356,319,158,98,27,52.69,44.91
386,29,1780,29-12,19203460.4433794,22506.7368359475,1382,870,217,123,40.66,58.06
387,30,2486,30-01,90092677.1468244,54017.34390700141,1561,1326,33,143,20.73,77.12
388,30,1683,30-02,92582123.7462773,53006.5788904214,1215,1006,49,101,24.62,71.97
389,30,555,30-03,6515959.81277229,11299.127212795,455,323,48,26,44.72,53.77
390,30,689,30-04,14078148.3544596,25180.7248415132,537,406,59,35,34.06,64.63
391,30,2381,30-05,62337321.2497321,46414.9067273612,1849,1413,200,112,33.12,65.87
392,30,177,30-06,522079.16429433,3144.7674628979203,111,73,24,5,47.83,52.17
393,30,929,30-07,1834897.68612831,6345.333405754651,814,559,148,45,47.1,50.58
394,30,1780,30-08,12728336.6677554,15459.5768167613,1378,929,234,110,44.05,54.42
395,30,2331,30-09,186094385.161236,60089.5266918513,1745,1492,31,167,20.42,78.08
396,30,991,30-10,47940538.8772853,30332.5588627207,769,602,89,40,26.18,71.73
397,30,802,30-11,86192504.929983,41631.48552800711,579,516,4,41,15.71,83.08
398,30,2975,30-12,20434785.0841464,18864.0787899192,2058,1420,329,153,38.63,59.22
399,30,2534,30-13,51822949.8676354,38233.5235822393,1758,1287,239,120,35.36,63.31
400,30,1295,30-14,31433363.2399256,30832.2436286418,1034,789,75,80,33.26,64.58
401,30,1483,30-15,133898755.191751,51934.5109607748,1104,985,17,61,19.47,79.01
402,30,943,30-16,45421334.3458909,29376.9609712964,650,536,28,48,23.71,74.57
403,30,751,30-17,9036055.31397429,17847.051200524398,616,503,25,60,26.47,72.99
404,31,5353,31-01,10297131.6182566,16625.287833141898,1915,757,899,95,71.04,27.51
405,31,1688,31-02,4374066.09435747,8949.91428291785,1443,760,404,101,57.16,41.38
406,31,2654,31-03,2594574.74857465,7696.936551460991,1668,694,740,79,69.23,29.85
407,31,2518,31-04,3113253.36470661,7232.26170183102,2320,1087,841,146,66.25,32.77
408,31,3254,31-05,3752584.59924356,11499.1652307974,2165,624,1262,91,79.5,20
409,31,3134,31-06,6239468.57810241,9941.491305016729,1689,596,840,99,77.56,20.96
410,31,1635,31-07,2771104.16675815,7033.45590637563,1072,407,522,43,65.38,31.73
411,31,1648,31-08,1762853.76897052,6751.319802320841,1033,618,264,75,63.19,35.03
412,31,1709,31-09,2686876.86825511,10829.2251762743,1097,472,455,74,59.72,37.44
413,31,1493,31-10,17905801.8060894,22028.8608724144,1069,497,385,63,61.58,36.63
414,32,2724,32-01,2555384.8047413,7308.664938739271,1749,590,895,77,69.81,28.51
415,32,1334,32-02,2290619.27452685,7313.01293340998,1348,577,587,63,56.82,39.77
416,32,2157,32-03,1775299.99404671,6230.35022261571,1325,590,533,67,57.03,41.41
417,32,1094,32-04,2597663.5003228,7040.40051617135,784,312,343,36,68.04,30.14
418,32,2526,32-05,5678699.88412218,12706.8064874736,1641,899,429,117,50.8,47.76
419,32,658,32-06,296772303.644648,95914.69499011,397,286,36,34,42.64,56.59
420,32,1385,32-07,9060608.84241769,19879.6346786705,746,348,259,55,59.22,37.94
421,32,653,32-08,20729195.5038233,27416.243859235703,454,141,220,19,87.18,7.69
422,32,3567,32-09,9757772.11831389,18612.2086657689,942,453,275,54,53.97,45.5
423,32,2432,32-10,9783947.70671316,16934.4566091587,1558,865,421,78,59.39,38.99
424,32,1845,32-11,7745078.09390857,13275.063199187,1459,956,221,148,54.01,44.22
425,32,2996,32-12,3030969.1025088,7017.68424157814,1696,514,822,83,78.77,19.32
426,33,866,33-01,3277549.79768341,8991.17816096353,661,454,117,41,46.26,52.04
427,33,1960,33-02,9409487.67448505,17628.1828642032,1479,1003,223,122,45.8,52.21
428,33,2985,33-03,39244697.810284,37486.0732931902,2183,1546,304,206,41.41,57.58
429,33,2721,33-04,26179279.3357149,24331.0892130501,2126,1571,205,175,37.99,59.98
430,33,3533,33-05,48091698.0940965,43146.101661516695,2626,1737,416,188,45.15,53.09
431,33,387,33-06,10324923.6571132,15221.785696390602,327,262,27,28,29.35,69.57
432,33,1484,33-07,31758662.0558085,23497.7728168588,1279,1047,75,86,26.83,71.71
433,33,3658,33-08,20410724.0400185,25091.7960469419,2229,1073,758,121,48.4,48.91
434,33,2152,33-09,523823060.126566,104041.476192416,1620,1342,43,120,32.94,65.22
435,33,1246,33-10,30691697.9143757,29950.732351778,869,665,75,49,31.71,65.61
436,33,925,33-11,7904725.85353551,13504.235716537,701,560,40,59,29.33,69.07
437,33,1818,33-12,28375043.6118915,24184.0822567598,1282,909,153,105,38.12,60.03
438,34,2748,34-01,5802765.8691209,13574.4209207658,2132,1305,477,153,53.29,44.01
439,34,947,34-02,14820091.1702965,23197.330153391,901,629,129,75,41.64,55.89
440,34,3238,34-03,6435113.75980242,11234.4084949419,2560,1395,718,188,54.73,43.17
441,34,1006,34-04,9934216.74985081,22082.8970950273,719,556,62,66,36.5,60.83
442,34,2076,34-05,14248660.4301162,16042.9809661953,1637,1009,358,109,45.97,52.67
443,34,2467,34-06,12948225.0684405,15547.6789666542,1641,917,450,117,39.77,58.54
444,34,1483,34-07,3169019.26763843,7941.451805085151,1153,872,101,87,40.89,56.73
445,34,2763,34-08,7376127.8148271,14036.463309813002,2151,1258,442,150,47.97,50.95
446,34,2817,34-09,5208765.33056807,12988.714356944902,2165,1191,641,141,54.75,43.64
447,34,1741,34-10,13303126.7445789,15272.7055951402,1401,882,291,99,41.11,57.55
448,34,3212,34-11,7101074.92406952,11199.6304818662,2262,1306,570,159,55.43,42.87
449,35,2935,35-01,120398405.184273,47615.9952604504,2067,1632,164,138,25.36,72.87
450,35,1876,35-02,118940077.018272,51250.849379391104,1323,1056,105,88,24.64,73.01
451,35,3318,35-03,54060388.3387465,38888.530831309,1929,1223,318,117,39.12,58.76
452,35,1578,35-04,69707773.9769447,45188.0998318134,1138,685,313,46,38.35,60.44
453,35,2220,35-05,68515863.9856123,38315.6397835487,1736,1001,501,90,38.01,60.75
454,35,1707,35-06,73823325.8995195,51209.9971837618,1144,881,72,61,21.44,76.66
455,35,1360,35-07,81856252.4388276,46393.969748963296,1008,702,120,78,27.67,70.94
456,35,2262,35-08,110535520.173966,56490.7595999526,1754,1479,70,103,19.98,78.72
457,35,3274,35-09,19401657.8679065,24159.4080347728,2869,2063,313,256,42.22,56.44
458,35,315,35-10,23190787.3985228,24347.3467012058,201,153,8,16,31.65,67.09
459,35,385,35-11,40339675.9441718,28677.3392231026,248,204,5,21,14.81,84.44
460,35,391,35-12,23418990.8016871,29074.061855871103,283,184,60,18,43.41,54.26
461,35,1277,35-13,39256427.7079944,31459.8146480163,959,753,38,78,,
462,36,4102,36-01,6311471.54076266,13961.3557754027,2520,1715,305,171,46.41,51.72
463,36,2697,36-02,25239903.8761084,28030.760509967906,2216,1713,149,185,37.32,61.59
464,36,2775,36-03,6003264.43724002,12396.7766734502,2064,1588,93,197,49.33,49.48
465,36,3665,36-04,35690110.8817994,30551.9668924182,2482,1603,448,156,40.23,58.03
466,36,842,36-05,219691608.228428,77788.29432377731,724,621,14,52,34.49,64.12
467,36,3915,36-06,128695648.531342,51512.5633808002,2758,1751,566,196,36.17,62.51
468,36,790,36-07,375632629.853697,107573.354225919,785,634,7,101,43.04,55.51
469,36,1480,36-08,39177900.6064341,33278.944049602804,1146,933,25,97,37.8,60.06
470,36,363,36-09,38761727.570426,27793.0603546363,269,205,12,31,19.85,79.41
471,36,1184,36-10,54506861.5719605,51136.3374975659,961,789,38,70,45.65,52.75
472,36,1211,36-11,19109449.1138025,23494.522750202,836,422,280,42,,
473,37,7268,37-01,29802755.9822568,28631.8842542935,2471,1432,267,150,48.81,48.81
474,37,3736,37-02,53651776.7982907,34059.3367941026,2250,1664,205,162,35.59,63.18
475,37,1884,37-03,44535873.6863935,34866.8718983607,1493,1171,93,135,43.37,55.18
476,37,3185,37-04,56024014.1071928,46443.15107547301,2241,1762,143,164,37.17,61.3
477,37,878,37-05,28890748.2288314,25921.9414526176,630,515,27,28,28.67,68.53
478,37,2327,37-06,20688835.888255,22238.583783371003,2272,1866,31,228,48.09,51.29
479,37,1130,37-07,25221966.8465233,27450.7087289692,1260,986,69,144,37.64,61.28
480,37,366,37-08,32371733.1745354,26591.6465104258,264,233,1,17,25.74,74.26
481,37,405,37-09,6799009.10641726,12804.0985176752,381,324,4,34,36.99,62.1
482,37,1038,37-10,36568617.0529778,26467.8082436148,626,510,17,37,,
483,37,988,37-11,16852357.0308181,17675.197691372097,1040,833,45,128,,
484,37,894,37-12,30675006.0636198,24591.703834663906,640,520,19,52,,
485,38,1865,38-01,19498683.7704062,23407.3920965096,1717,1491,12,154,39.38,59.38
486,38,2923,38-02,32907901.0428442,41081.5230736313,2572,2100,23,322,44.09,54.89
487,38,1991,38-03,15523792.928493,25713.8000796244,2012,1684,11,231,42.77,56
488,38,3153,38-04,194845438.130086,72819.7222624615,2850,2349,12,359,50.46,48.68
489,38,1007,38-05,17201729.0514153,42934.083304346605,962,816,2,102,38.77,60.27
490,38,1629,38-06,5758605.63683843,13518.798558879002,1549,1267,7,187,35.19,63.94
491,38,2309,38-07,40078393.0245718,39118.7818896429,2563,2129,12,292,43.78,54.9
492,38,1377,38-08,14770203.86911,19332.8115991759,1488,1212,16,173,37.47,61.85
493,38,1975,38-09,8007752.13369776,12795.0490666943,1781,1508,5,175,45.68,53.57
494,38,2630,38-10,21476474.4071042,43854.1470568739,2359,1960,9,306,35.95,63.18
495,38,1159,38-11,4105130.25512264,11271.5096814038,1069,849,9,154,43.1,55.99
496,38,1149,38-12,7815771.95392632,31650.26631474,1078,899,2,125,,
497,38,929,38-13,2265073.08533921,7295.77564533273,762,634,3,98,,
498,38,1056,38-14,14286567.1392036,23363.097854856,1074,904,6,121,,
499,39,1724,39-01,72725674.6029016,40233.648455367096,1301,1063,88,79,21.4,77.4
500,39,3378,39-02,17621280.4566751,19115.4345269182,2507,1461,631,156,46.15,52.2
501,39,2635,39-03,20240259.5959715,28197.6416226132,2026,1343,367,170,35.61,62.71
502,39,3954,39-04,5426263.60233639,12470.8771183062,2235,1223,681,133,46.76,51.83
503,39,2745,39-05,77471835.6269988,46041.3681905659,2125,1713,151,144,28.81,69.59
504,39,4345,39-06,34089611.9063175,28786.855543963306,2498,1701,401,146,33.86,64.57
505,39,2248,39-07,37774903.0202672,28413.3209024281,1289,883,228,72,34.27,63.4
506,39,1785,39-08,10702067.6486462,15746.8626285117,985,563,287,61,46.08,50.6
507,39,808,39-09,24583559.5169461,33446.3913629663,603,462,61,31,22.73,73.74
508,40,2683,40-01,41731783.1787309,43984.86020338461,1738,1293,229,102,30.58,68.65
509,40,3590,40-02,175241490.867618,61726.65434740341,2741,2339,52,193,21.66,77.27
510,40,2954,40-03,4470626.36122096,12178.1682106492,1685,831,625,105,48.79,50.09
511,40,3066,40-04,118531507.628988,53140.0799172845,2394,1985,147,149,23.01,75.6
512,40,2142,40-05,65719089.0628679,44064.7487226478,1653,1273,182,110,30.73,67.68
513,40,3414,40-06,97230232.87817,44056.6115729989,2391,2028,89,163,21.01,77.46
514,40,3202,40-07,95028213.4739653,51342.0101628809,2335,1859,231,149,30.69,67.68
515,40,1776,40-08,54558553.1663188,31361.9470757836,1159,958,28,79,24,74.29
516,40,806,40-09,9846204.92939496,15171.0314118798,704,541,53,47,,
517,41,1456,41-01,130921088.864113,48161.1078620834,1099,990,16,54,13.25,84.45
518,41,2020,41-02,62632759.010881,45000.3720891849,1549,1243,100,134,25.79,72.69
519,41,883,41-03,112218818.459582,56867.6957026008,592,465,55,26,26.38,71.91
520,41,2101,41-04,30800707.9565558,40753.535142895,1622,1307,92,116,33.67,65.21
521,41,3398,41-05,12351730.0499204,24521.07155928,2001,1402,281,133,43.92,54.13
522,41,2863,41-06,63969050.1534005,50077.245143009,2367,2015,40,224,30.97,67.64
523,41,2532,41-07,24374244.859957,29192.8926692568,1619,1210,126,117,34.4,63.51
524,41,2817,41-08,15798495.7414875,30518.8647244982,2601,1972,119,278,44.52,54.43
525,41,1883,41-09,4769135.36682744,11434.7059870587,1295,970,161,68,44.57,54.07
526,41,1943,41-10,34204277.3667339,39770.0503610879,1179,727,218,62,32.84,65.59
527,41,1212,41-11,23673918.5380854,21826.4968335072,1278,1096,19,122,28.83,69.7
528,41,775,41-12,28248253.5062255,34642.4448768388,738,634,14,65,,
529,41,826,41-13,15554880.4910984,18422.8338145921,754,639,7,75,,
530,41,533,41-14,7710407.50280737,12318.22353631,420,352,0,48,,
